==================================================================================================
                      Magnetopause Position Analysis
==================================================================================================
 Time(min)  Nose_Dist(Re)  Subsolar_Dist(Re)  Nose_X(Re)   Nose_Y(Re)   Nose_Z(Re)  Deviation(Re)
    375.00          8.7681          9.4000          6.2000          0.0000          6.2000          6.2000
    376.00          8.7681          9.4000          6.2000          0.0000          6.2000          6.2000
    377.00          8.7681          9.4000          6.2000          0.0000          6.2000          6.2000
    378.00          8.7681          9.4000          6.2000          0.0000          6.2000          6.2000
    379.00          8.7681          9.4000          6.2000          0.0000          6.2000          6.2000
    380.00          8.7681          9.4000          6.2000          0.0000          6.2000          6.2000
    381.00          8.7681          9.4000          6.2000          0.0000          6.2000          6.2000
    382.00          8.7681          9.4000          6.2000          0.0000          6.2000          6.2000
    383.00          8.7681          9.4000          6.2000          0.0000          6.2000          6.2000
    384.00          8.7681          9.4000          6.2000          0.0000          6.2000          6.2000
    385.00          8.7681          9.4000          6.2000          0.0000          6.2000          6.2000
    386.00          8.7681          9.4000          6.2000          0.0000          6.2000          6.2000
    387.00          8.7681          9.4000          6.2000          0.0000          6.2000          6.2000
    388.00          8.7681          9.4000          6.2000          0.0000          6.2000          6.2000
    389.00          8.7681          9.4000          6.2000          0.0000          6.2000          6.2000
    390.00          8.7681          9.4000          6.2000          0.0000          6.2000          6.2000
    391.00          8.7681          9.4000          6.2000          0.0000          6.2000          6.2000
    392.00          8.7681          9.4000          6.2000          0.0000          6.2000          6.2000
    393.00          8.7681          9.4000          6.2000          0.0000          6.2000          6.2000
    394.00          8.7681          9.4000          6.2000          0.0000          6.2000          6.2000
    395.00          8.7681          9.4000          6.2000          0.0000          6.2000          6.2000
    396.00          8.7681          9.4000          6.2000          0.0000          6.2000          6.2000
    397.00          8.7681          9.4000          6.2000          0.0000          6.2000          6.2000
    398.00          8.7681          9.4000          6.2000          0.0000          6.2000          6.2000
    399.00          8.7681          9.4000          6.2000          0.0000          6.2000          6.2000
    400.00          8.7681          9.4000          6.2000          0.0000          6.2000          6.2000
    401.00          8.7681          9.4000          6.2000          0.0000          6.2000          6.2000
    402.00          8.7681          9.4000          6.2000          0.0000          6.2000          6.2000
    403.00          8.7681          9.4000          6.2000          0.0000          6.2000          6.2000
    404.00          8.7681          9.4000          6.2000          0.0000          6.2000          6.2000
    405.00          8.7681          9.4000          6.2000          0.0000          6.2000          6.2000
    406.00          8.7681          9.4000          6.2000          0.0000          6.2000          6.2000
    407.00          8.7681          9.4000          6.2000          0.0000          6.2000          6.2000
    408.00          8.7681          9.4000          6.2000          0.0000          6.2000          6.2000
    409.00          8.7681          9.4000          6.2000          0.0000          6.2000          6.2000
    410.00          8.7681          9.4000          6.2000          0.0000          6.2000          6.2000
    411.00          8.7681          9.4000          6.2000          0.0000          6.2000          6.2000
    412.00          8.7681          9.4000          6.2000          0.0000          6.2000          6.2000
    413.00          8.7681          9.4000          6.2000          0.0000          6.2000          6.2000
    414.00          8.7681          9.4000          6.2000          0.0000          6.2000          6.2000
    415.00          8.7681          9.4000          6.2000          0.0000          6.2000          6.2000
    416.00          8.7681          9.4000          6.2000          0.0000          6.2000          6.2000
    417.00          8.7681          9.4000          6.2000          0.0000          6.2000          6.2000
    418.00          8.7681          9.4000          6.2000          0.0000          6.2000          6.2000
